file_path|duration_us|start_idx|end_idx
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_041\Pulse_40.wav|92.01|45|98
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_651\Pulse_10.wav|74.65|45|88
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_157\Pulse_74.wav|109.38|48|111
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_528\Pulse_8.wav|114.58|50|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_358\Pulse_25.wav|116.32|48|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_446\Pulse_50.wav|62.50|48|84
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_828\Pulse_9.wav|114.58|43|109
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_382\Pulse_39.wav|90.28|45|97
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_215\Pulse_3.wav|118.06|48|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_208\Pulse_48.wav|48.61|43|71
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_138\Pulse_4.wav|112.85|47|112
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_393\Pulse_3.wav|118.06|48|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_420\Pulse_40.wav|118.06|47|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_727\Pulse_5.wav|112.85|51|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_447\Pulse_2.wav|114.58|49|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_106\Pulse_8.wav|112.85|48|113
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_180\Pulse_11.wav|111.11|51|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_750\Pulse_40.wav|69.44|44|84
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_736\Pulse_4.wav|85.07|38|87
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_236\Pulse_61.wav|86.81|46|96
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_626\Pulse_2.wav|78.12|46|91
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_076\Pulse_7.wav|107.64|53|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_730\Pulse_10.wav|53.82|44|75
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_155\Pulse_1.wav|83.33|48|96
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_113\Pulse_18.wav|43.40|41|66
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_651\Pulse_6.wav|86.81|41|91
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_168\Pulse_14.wav|118.06|46|114
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_072\Pulse_10.wav|114.58|50|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_216\Pulse_20.wav|114.58|50|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_565\Pulse_6.wav|86.81|45|95
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_782\Pulse_55.wav|67.71|44|83
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_178\Pulse_24.wav|114.58|50|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_381\Pulse_24.wav|83.33|44|92
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_423\Pulse_40.wav|112.85|51|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_238\Pulse_15.wav|119.79|46|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_042\Pulse_14.wav|105.90|47|108
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_148\Pulse_84.wav|78.12|41|86
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_653\Pulse_6.wav|85.07|45|94
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_079\Pulse_14.wav|52.08|41|71
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_416\Pulse_3.wav|119.79|46|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_460\Pulse_2.wav|118.06|47|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_476\Pulse_25.wav|118.06|48|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_235\Pulse_9.wav|114.58|49|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_448\Pulse_62.wav|116.32|48|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_827\Pulse_7.wav|119.79|46|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_236\Pulse_39.wav|119.79|46|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_116\Pulse_54.wav|78.12|43|88
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_371\Pulse_30.wav|118.06|47|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_011\Pulse_4.wav|104.17|50|110
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_460\Pulse_45.wav|116.32|48|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_208\Pulse_65.wav|114.58|43|109
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_401\Pulse_24.wav|111.11|52|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_040\Pulse_12.wav|116.32|46|113
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_294\Pulse_11.wav|112.85|51|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_222\Pulse_7.wav|116.32|48|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_354\Pulse_22.wav|112.85|51|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_506\Pulse_5.wav|114.58|50|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_573\Pulse_35.wav|85.07|42|91
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_116\Pulse_9.wav|72.92|47|89
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_738\Pulse_32.wav|105.90|42|103
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_232\Pulse_12.wav|111.11|49|113
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_170\Pulse_44.wav|67.71|44|83
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_720\Pulse_50.wav|59.03|41|75
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_365\Pulse_64.wav|114.58|49|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_448\Pulse_11.wav|116.32|46|113
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_401\Pulse_39.wav|111.11|52|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_228\Pulse_11.wav|107.64|48|110
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_729\Pulse_16.wav|74.65|35|78
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_423\Pulse_147.wav|109.38|51|114
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_729\Pulse_14.wav|69.44|36|76
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_552\Pulse_16.wav|111.11|52|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_120\Pulse_12.wav|102.43|56|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_411\Pulse_5.wav|118.06|47|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_120\Pulse_30.wav|93.75|61|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_636\Pulse_14.wav|62.50|46|82
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_788\Pulse_12.wav|111.11|45|109
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_022\Pulse_28.wav|109.38|41|104
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_377\Pulse_9.wav|118.06|47|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_178\Pulse_4.wav|116.32|49|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_318\Pulse_4.wav|112.85|51|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_350\Pulse_14.wav|119.79|46|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_529\Pulse_10.wav|112.85|51|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_067\Pulse_2.wav|105.90|49|110
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_021\Pulse_10.wav|119.79|46|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_516\Pulse_6.wav|104.17|47|107
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_128\Pulse_48.wav|114.58|50|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_300\Pulse_39.wav|100.69|58|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_797\Pulse_4.wav|119.79|46|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_382\Pulse_22.wav|90.28|46|98
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_358\Pulse_13.wav|69.44|46|86
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_423\Pulse_66.wav|112.85|51|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_737\Pulse_7.wav|88.54|43|94
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_204\Pulse_16.wav|116.32|48|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_293\Pulse_4.wav|116.32|48|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_423\Pulse_3.wav|112.85|51|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_223\Pulse_58.wav|86.81|46|96
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_253\Pulse_4.wav|69.44|39|79
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_123\Pulse_4.wav|114.58|49|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_223\Pulse_6.wav|90.28|50|102
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_826\Pulse_8.wav|116.32|43|110
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_358\Pulse_51.wav|62.50|48|84
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_020\Pulse_66.wav|109.38|52|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_488\Pulse_14.wav|114.58|50|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_550\Pulse_40.wav|111.11|41|105
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_590\Pulse_7.wav|64.24|41|78
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_826\Pulse_9.wav|116.32|44|111
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_445\Pulse_13.wav|107.64|48|110
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_641\Pulse_2.wav|72.92|44|86
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_355\Pulse_22.wav|111.11|52|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_328\Pulse_50.wav|114.58|49|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_190\Pulse_27.wav|100.69|58|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_763\Pulse_14.wav|119.79|46|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_184\Pulse_49.wav|112.85|43|108
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_062\Pulse_58.wav|92.01|63|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_446\Pulse_48.wav|114.58|49|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_338\Pulse_53.wav|107.64|54|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_243\Pulse_7.wav|105.90|46|107
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_701\Pulse_1.wav|59.03|45|79
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_321\Pulse_17.wav|116.32|48|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_401\Pulse_30.wav|112.85|51|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_663\Pulse_3.wav|53.82|46|77
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_082\Pulse_3.wav|88.54|47|98
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_381\Pulse_44.wav|114.58|49|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_022\Pulse_23.wav|107.64|42|104
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_390\Pulse_4.wav|119.79|47|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_717\Pulse_17.wav|46.88|44|71
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_131\Pulse_32.wav|62.50|41|77
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_758\Pulse_20.wav|104.17|44|104
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_532\Pulse_14.wav|65.97|43|81
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_648\Pulse_36.wav|114.58|50|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_033\Pulse_1.wav|74.65|44|87
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_296\Pulse_20.wav|112.85|51|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_549\Pulse_15.wav|111.11|45|109
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_643\Pulse_4.wav|74.65|39|82
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_567\Pulse_18.wav|76.39|39|83
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_548\Pulse_14.wav|116.32|49|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_207\Pulse_4.wav|114.58|49|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_531\Pulse_15.wav|71.18|40|81
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_423\Pulse_138.wav|88.54|48|99
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_206\Pulse_10.wav|69.44|43|83
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_123\Pulse_15.wav|114.58|49|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_758\Pulse_22.wav|107.64|45|107
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_161\Pulse_59.wav|72.92|39|81
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_038\Pulse_4.wav|112.85|51|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_019\Pulse_10.wav|112.85|51|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_365\Pulse_12.wav|116.32|48|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_133\Pulse_46.wav|53.82|45|76
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_738\Pulse_13.wav|92.01|43|96
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_542\Pulse_30.wav|116.32|47|114
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_744\Pulse_39.wav|86.81|43|93
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_635\Pulse_7.wav|119.79|47|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_542\Pulse_2.wav|52.08|49|79
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_692\Pulse_8.wav|39.93|36|59
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_172\Pulse_17.wav|116.32|48|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_019\Pulse_32.wav|114.58|50|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_283\Pulse_16.wav|118.06|48|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_720\Pulse_3.wav|64.24|43|80
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_648\Pulse_22.wav|116.32|49|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_236\Pulse_62.wav|119.79|46|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_604\Pulse_6.wav|81.60|46|93
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_405\Pulse_11.wav|69.44|39|79
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_448\Pulse_112.wav|104.17|45|105
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_155\Pulse_23.wav|116.32|49|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_386\Pulse_1.wav|74.65|42|85
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_365\Pulse_5.wav|104.17|55|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_418\Pulse_5.wav|116.32|49|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_694\Pulse_42.wav|34.72|50|70
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_205\Pulse_31.wav|119.79|46|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_721\Pulse_5.wav|76.39|43|87
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_020\Pulse_14.wav|118.06|47|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_417\Pulse_24.wav|116.32|49|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_564\Pulse_3.wav|104.17|43|103
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_573\Pulse_16.wav|57.29|40|73
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_351\Pulse_8.wav|116.32|48|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_569\Pulse_14.wav|60.76|33|68
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_435\Pulse_2.wav|114.58|49|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_437\Pulse_9.wav|112.85|51|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_666\Pulse_33.wav|86.81|41|91
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_089\Pulse_10.wav|74.65|42|85
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_548\Pulse_26.wav|114.58|50|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_354\Pulse_99.wav|90.28|49|101
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_360\Pulse_24.wav|105.90|51|112
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_330\Pulse_25.wav|55.56|49|81
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_372\Pulse_26.wav|118.06|47|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_024\Pulse_43.wav|112.85|51|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_524\Pulse_71.wav|114.58|50|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_062\Pulse_52.wav|92.01|63|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_329\Pulse_12.wav|116.32|48|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_147\Pulse_5.wav|116.32|49|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_701\Pulse_36.wav|118.06|47|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_110\Pulse_86.wav|86.81|47|97
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_377\Pulse_4.wav|118.06|47|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_180\Pulse_6.wav|114.58|49|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_110\Pulse_63.wav|90.28|50|102
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_097\Pulse_3.wav|118.06|47|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_254\Pulse_6.wav|109.38|53|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_359\Pulse_54.wav|118.06|47|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_217\Pulse_29.wav|65.97|48|86
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_529\Pulse_18.wav|95.49|61|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_354\Pulse_27.wav|112.85|51|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_466\Pulse_13.wav|116.32|48|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_490\Pulse_1.wav|92.01|39|92
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_336\Pulse_3.wav|111.11|52|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_016\Pulse_5.wav|116.32|49|116
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_550\Pulse_26.wav|97.22|45|101
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_729\Pulse_41.wav|76.39|38|82
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_382\Pulse_41.wav|88.54|45|96
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_560\Pulse_15.wav|74.65|50|93
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_331\Pulse_23.wav|116.32|48|115
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_775\Pulse_11.wav|116.32|47|114
D:\Project_Github\Indo-Pacific-humpback-dolphin\00_Data\ClickTrains\PulseTrain_186\Pulse_3.wav|119.79|46|115
